gene	tier	drug	drug_id	approved	score	interaction_type	directionality	n_sources	n_publications	sources
CDK1	2	COMPOUND 5G [PMID: 36385925]	iuphar.ligand:12277	False	0.3007499403027427	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	QR-6401	iuphar.ligand:12511	False	0.3007499403027427	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	AURORA B/C KINASE INHIBITOR GSK1070916A	ncit:C91081	False	0.290835107105949			1	0	TTD
AURKB	2	AURORA KINASE INHIBITOR II	iuphar.ligand:5930	False	0.290835107105949	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	CENISERTIB	ncit:C64540	False	0.290835107105949	inhibitor,inhibitor	INHIBITORY,INHIBITORY	5	0	GuideToPharmacology;MyCancerGenome;TALC;TTD;TdgClinicalTrial
AURKB	2	COMPOUND 1 [PMID: 21742770]	iuphar.ligand:8190	False	0.290835107105949	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	COMPOUND 10 [PMID: 19402633]	iuphar.ligand:8466	False	0.290835107105949	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	COMPOUND 46 [PMID: 16451062]	iuphar.ligand:8355	False	0.290835107105949	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	PF-03814735	chembl:CHEMBL4289017	False	0.290835107105949	inhibitor	INHIBITORY	1	0	ChEMBL
AURKB	2	SNS-314	iuphar.ligand:9397	False	0.290835107105949	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	VIC 1911	iuphar.ligand:12070	False	0.290835107105949	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	6-CHLORONICOTINIC ACID	chembl:CHEMBL1723657	False	0.2785894183856985			1	0	DTC
PLK1	2	ALPHAPRODINE HYDROCHLORIDE	chembl:CHEMBL1529817	False	0.2785894183856985			1	0	DTC
PLK1	2	BETUNOLIC ACID	chembl:CHEMBL431525	False	0.2785894183856985			1	0	DTC
PLK1	2	BI 2536	drugbank:DB16107	False	0.2785894183856985			1	0	TTD
PLK1	2	CAFUSERTIB	chembl:CHEMBL3545354	False	0.2785894183856985	inhibitor	INHIBITORY	1	0	ChEMBL
PLK1	2	CHEMBL:CHEMBL1547715	chembl:CHEMBL1547715	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1871992	chembl:CHEMBL1871992	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL421431	chembl:CHEMBL421431	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL528373	chembl:CHEMBL528373	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL535051	chembl:CHEMBL535051	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL577365	chembl:CHEMBL577365	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL584619	chembl:CHEMBL584619	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL585279	chembl:CHEMBL585279	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL588749	chembl:CHEMBL588749	False	0.2785894183856985			1	0	DTC
PLK1	2	CHEMBL:CHEMBL84281	chembl:CHEMBL84281	False	0.2785894183856985			1	0	DTC
PLK1	2	COMPOUND 2 [PMID: 19097784]	iuphar.ligand:8646	False	0.2785894183856985	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	GW853606	iuphar.ligand:8645	False	0.2785894183856985	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	IMIDACLOPRID	chembl:CHEMBL406819	False	0.2785894183856985			1	0	DTC
PLK1	2	LIPID ENCAPSULATED ANTI-PLK1 SIRNA TKM-PLK1	ncit:C116889	False	0.2785894183856985			1	0	TdgClinicalTrial
PLK1	2	MK-1496	drugbank:DB12763	False	0.2785894183856985			1	0	TTD
PLK1	2	MK-1496	chembl:CHEMBL5314387	False	0.2785894183856985	inhibitor	INHIBITORY	1	0	ChEMBL
PLK1	2	MLN0905	iuphar.ligand:9402	False	0.2785894183856985	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	PLOGOSERTIB	ncit:C162375	False	0.2785894183856985	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	VOLASERTIB	ncit:C79844	False	0.2785894183856985	inhibitor,inhibitor	INHIBITORY,INHIBITORY	5	0	ChEMBL;GuideToPharmacology;MyCancerGenome;TALC;TTD
CDK1	2	R547	iuphar.ligand:5707	False	0.2405999522421942	inhibitor,inhibitor	INHIBITORY,INHIBITORY	2	0	ChEMBL;GuideToPharmacology
AURKB	2	KW-2449	iuphar.ligand:5691	False	0.2326680856847592	inhibitor,inhibitor	INHIBITORY,INHIBITORY	2	0	ChEMBL;GuideToPharmacology
PLK1	2	ONVANSERTIB	ncit:C143162	False	0.2228715347085588	inhibitor,inhibitor	INHIBITORY,INHIBITORY	4	0	ChEMBL;GuideToPharmacology;TALC;TTD
AURKB	2	AT9283	drugbank:DB05169	False	0.2115164415315993	inhibitor	INHIBITORY	4	0	MyCancerGenome;TALC;TTD;TdgClinicalTrial
CDK1	2	(S)-CR8	iuphar.ligand:11064	False	0.2004999602018285	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	AG-24322	chembl:CHEMBL3545420	False	0.2004999602018285	inhibitor	INHIBITORY	1	0	ChEMBL
CDK1	2	CDK1/2/4 INHIBITOR AG-024322	ncit:C52182	False	0.2004999602018285			1	0	TTD
CDK1	2	CDK4 INHIBITOR	iuphar.ligand:5950	False	0.2004999602018285	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	K-00546	drugbank:DB07664	False	0.2004999602018285	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	PHA-793887	drugbank:DB12686	False	0.2004999602018285			1	0	TTD
CDK1	2	RIVICICLIB	chembl:CHEMBL3545283	False	0.2004999602018285	inhibitor	INHIBITORY	1	0	ChEMBL
CDK1	2	RO3306	iuphar.ligand:10095	False	0.2004999602018285	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	COMPOUND 25 [PMID: 20855207]	iuphar.ligand:8159	False	0.193890071403966	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	EP-0042	drugbank:DB18120	False	0.193890071403966	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	MK-5108	drugbank:DB12556	False	0.193890071403966			1	0	TTD
AURKB	2	MK-5108	iuphar.ligand:8061	False	0.193890071403966	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	MK-6592	chembl:CHEMBL3545378	False	0.193890071403966	inhibitor	INHIBITORY	1	0	ChEMBL
AURKB	2	TOZASERTIB LACTATE	ncit:C61319	False	0.193890071403966			1	0	TTD
AURKB	2	TTP-607	chembl:CHEMBL3545327	False	0.193890071403966	inhibitor	INHIBITORY	1	0	ChEMBL
AURKB	2	XMD-12	iuphar.ligand:11665	False	0.193890071403966	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	RONICICLIB	ncit:C92579	False	0.1804499641816456	inhibitor,inhibitor	INHIBITORY,INHIBITORY	3	0	CancerCommons;GuideToPharmacology;TTD
CDK1	2	6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	drugbank:DB07364	False	0.1503749701513713	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	ASNUCICLIB	iuphar.ligand:12074	False	0.1503749701513713	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	COMPOUND 9B [PMID: 18986805]	iuphar.ligand:8160	False	0.1503749701513713	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	MILCICLIB	ncit:C148410	False	0.1503749701513713	inhibitor,inhibitor	INHIBITORY,INHIBITORY	2	0	ChEMBL;GuideToPharmacology
CDK1	2	SAMURACICLIB	iuphar.ligand:9903	False	0.1503749701513713	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	THAL-SNS-032	iuphar.ligand:10547	False	0.1503749701513713	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	AURORA KINASE INHIBITOR AMG 900	ncit:C82349	False	0.1454175535529745			1	0	TTD
AURKB	2	BI-847325	iuphar.ligand:12661	False	0.1454175535529745	inhibitor	INHIBITORY	2	0	MyCancerGenome;TTD
AURKB	2	BMS-754807	iuphar.ligand:7952	False	0.1454175535529745			1	1	DTC
AURKB	2	COMPOUND 38 [PMID: 20817473]	iuphar.ligand:8768	False	0.1454175535529745	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	IBCASERTIB	chembl:CHEMBL5095033	False	0.1454175535529745	inhibitor	INHIBITORY	1	0	ChEMBL
PLK1	2	CHEMBL:CHEMBL118378	chembl:CHEMBL118378	False	0.1392947091928492			1	0	DTC
PLK1	2	CHEMBL:CHEMBL164449	chembl:CHEMBL164449	False	0.1392947091928492			1	0	DTC
PLK1	2	CHEMBL:CHEMBL495852	chembl:CHEMBL495852	False	0.1392947091928492			1	0	DTC
PLK1	2	CHEMBL:CHEMBL548629	chembl:CHEMBL548629	False	0.1392947091928492			1	0	DTC
PLK1	2	CHEMBL:CHEMBL555260	chembl:CHEMBL555260	False	0.1392947091928492			1	0	DTC
PLK1	2	CHEMBL:CHEMBL582764	chembl:CHEMBL582764	False	0.1392947091928492			1	0	DTC
PLK1	2	CHEMBL:CHEMBL599712	chembl:CHEMBL599712	False	0.1392947091928492			1	0	DTC
PLK1	2	CHEMBL:CHEMBL599957	chembl:CHEMBL599957	False	0.1392947091928492			1	0	DTC
PLK1	2	COMPOUND 6 [PMID: 30125504]	iuphar.ligand:10073	False	0.1392947091928492	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	DIFFRACTAIC ACID	chembl:CHEMBL367741	False	0.1392947091928492			1	0	DTC
PLK1	2	DUAL BRD4/PLK1 INHIBITOR 23	iuphar.ligand:10072	False	0.1392947091928492	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	GSK579289A	iuphar.ligand:8150	False	0.1392947091928492	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	GYROPHORIC ACID	chembl:CHEMBL470648	False	0.1392947091928492			1	0	DTC
PLK1	2	HMN-214	chembl:CHEMBL3991927	False	0.1392947091928492	inhibitor	INHIBITORY	1	0	ChEMBL
PLK1	2	PENTOSALEN	chembl:CHEMBL453805	False	0.1392947091928492			1	0	DTC
PLK1	2	TRITIOZINE	chembl:CHEMBL1414826	False	0.1392947091928492			1	0	DTC
PLK1	2	XY-06-007	iuphar.ligand:12141	False	0.1392947091928492	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	PATULIN	chembl:CHEMBL294018	False	0.1336666401345523			1	1	DTC
CDK1	2	ALVOCIDIB	ncit:C74940	False	0.1202999761210971	inhibitor	INHIBITORY	3	0	ChEMBL;MyCancerGenome;TdgClinicalTrial
CDK1	2	TANUXICICLIB	iuphar.ligand:11885	False	0.1202999761210971	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	AT-7519	iuphar.ligand:5662	False	0.1145714058296162	inhibitor,inhibitor	INHIBITORY,INHIBITORY	3	1	ChEMBL;DTC;GuideToPharmacology
CDK1	2	CINNARIZINE	rxcui:2549	True	0.1093636146555428			1	1	DTC
CDK1	2	LADUVIGLUSIB	ncit:C177060	False	0.1093636146555428	inhibitor	INHIBITORY	2	0	GuideToPharmacology;TTD
AURKB	2	BARASERTIB-HQPA	iuphar.ligand:5663	False	0.1057582207657996	inhibitor	INHIBITORY	3	1	DTC;GuideToPharmacology;TTD
CDK1	2	AMINOPURVALANOL A	iuphar.ligand:5927	False	0.1002499801009142	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	BAY 11-7082	iuphar.ligand:5934	False	0.1002499801009142			1	1	DTC
CDK1	2	BS-194	iuphar.ligand:8176	False	0.1002499801009142	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	CDK1/5 INHIBITOR	iuphar.ligand:5947	False	0.1002499801009142	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	CGP74514A	iuphar.ligand:5945	False	0.1002499801009142	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	KINASE INHIBITOR 2 [PMID: 30199702]	iuphar.ligand:10081	False	0.1002499801009142	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	RGB-286638	chembl:CHEMBL3545083	False	0.1002499801009142	inhibitor	INHIBITORY	1	0	ChEMBL
CDK1	2	WITHAFERIN A	iuphar.ligand:13097	False	0.1002499801009142			1	1	DTC
CDK1	2	ZOTIRACICLIB	iuphar.ligand:9095	False	0.1002499801009142	inhibitor,inhibitor	INHIBITORY,INHIBITORY	2	0	ChEMBL;GuideToPharmacology
AURKB	2	AR-AO-14418	drugbank:DB01950	False	0.09694503570198303			1	0	DTC
AURKB	2	AT-9283	iuphar.ligand:7949	False	0.09694503570198303	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	AT-9283	chembl:CHEMBL495727	False	0.09694503570198303	inhibitor	INHIBITORY	1	0	ChEMBL
AURKB	2	DUBERMATINIB	ncit:C127116	False	0.09694503570198303	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	EUPATORIN	iuphar.ligand:13862	False	0.09694503570198303			1	0	DTC
AURKB	2	GSK2334470	iuphar.ligand:8008	False	0.09694503570198303	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	WITHAFERIN A	iuphar.ligand:13097	False	0.09694503570198303			1	1	DTC
PLK1	2	CHEMBL:CHEMBL121556	chembl:CHEMBL121556	False	0.09286313946189953			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1271059	chembl:CHEMBL1271059	False	0.09286313946189953			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1605629	chembl:CHEMBL1605629	False	0.09286313946189953			1	0	DTC
PLK1	2	CHEMBL:CHEMBL462861	chembl:CHEMBL462861	False	0.09286313946189953			1	0	DTC
PLK1	2	CHEMBL:CHEMBL530149	chembl:CHEMBL530149	False	0.09286313946189953			1	0	DTC
PLK1	2	CHEMBL:CHEMBL587449	chembl:CHEMBL587449	False	0.09286313946189953			1	0	DTC
PLK1	2	CHEMBL:CHEMBL590665	chembl:CHEMBL590665	False	0.09286313946189953			1	0	DTC
PLK1	2	CHEMBL:CHEMBL592314	chembl:CHEMBL592314	False	0.09286313946189953			1	0	DTC
PLK1	2	FLUORESCEIN DIACETATE	chembl:CHEMBL1492044	False	0.09286313946189953			1	0	DTC
PLK1	2	TOSUFLOXACIN TOSYLATE	chembl:CHEMBL104270	False	0.09286313946189953			1	0	DTC
PLK1	2	VANITIOLIDE	chembl:CHEMBL1380480	False	0.09286313946189953			1	0	DTC
CDK1	2	RGB-286638	iuphar.ligand:7744	False	0.0925384431700747	inhibitor	INHIBITORY	2	0	GuideToPharmacology;TTD
CDK1	2	SELICICLIB	ncit:C62783	False	0.0925384431700747	inhibitor	INHIBITORY	2	0	ChEMBL;TTD
TTK	2	HESPERADIN	iuphar.ligand:8354	False	0.08821998248880454	inhibitor	INHIBITORY	1	1	DTC
CDK1	2	(7S)-2-(2-AMINOPYRIMIDIN-4-YL)-7-(2-FLUOROETHYL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	drugbank:DB07149	False	0.08592855437221222	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	CDK INHIBITOR 4.35	iuphar.ligand:10357	False	0.08592855437221222	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	CLOFIBRATE	rxcui:2594	True	0.08592855437221222			1	1	DTC
CDK1	2	ROTENONE	chembl:CHEMBL429023	False	0.08592855437221222			1	1	DTC
AURKB	2	NIK INHIBITOR 12F	iuphar.ligand:10947	False	0.08309574488741402	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	TINENGOTINIB	iuphar.ligand:11887	False	0.08309574488741402	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	CDK2 INHIBITOR IV	iuphar.ligand:5949	False	0.07518748507568569	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	CDK2 INHIBITOR IV	iuphar.ligand:5949	False	0.07270877677648727	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	GSK2646264	iuphar.ligand:10108	False	0.07270877677648727	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	IBCASERTIB	iuphar.ligand:10475	False	0.07270877677648727	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	TAK-632	iuphar.ligand:10387	False	0.07270877677648727	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	(4-CHLOROPHENYL)(MORPHOLINO)METHANETHIONE	chembl:CHEMBL1348974	False	0.06964735459642464			1	0	DTC
PLK1	2	3,5-DIPHENYLISOXAZOLE	chembl:CHEMBL1374535	False	0.06964735459642464			1	0	DTC
PLK1	2	AMORFRUTIN A	chembl:CHEMBL491820	False	0.06964735459642464			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1412002	chembl:CHEMBL1412002	False	0.06964735459642464			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1707907	chembl:CHEMBL1707907	False	0.06964735459642464			1	0	DTC
PLK1	2	CHEMBL:CHEMBL223575	chembl:CHEMBL223575	False	0.06964735459642464			1	0	DTC
PLK1	2	CHEMBL:CHEMBL274921	chembl:CHEMBL274921	False	0.06964735459642464			1	0	DTC
PLK1	2	CHEMBL:CHEMBL534535	chembl:CHEMBL534535	False	0.06964735459642464			1	0	DTC
PLK1	2	CHEMBL:CHEMBL592558	chembl:CHEMBL592558	False	0.06964735459642464			1	0	DTC
PLK1	2	RIGOSERTIB	ncit:C152216	False	0.06964735459642464			2	0	TTD;TdgClinicalTrial
AURKB	2	ZM447439	iuphar.ligand:8353	False	0.06843178990728213	inhibitor	INHIBITORY	2	0	DTC;GuideToPharmacology
AURKB	2	BX-795	iuphar.ligand:8006	False	0.06463002380132202	inhibitor	INHIBITORY	1	0	GuideToPharmacology
AURKB	2	CHEMBL:CHEMBL535331	chembl:CHEMBL535331	False	0.06463002380132202			1	0	DTC
AURKB	2	MLN-8054	iuphar.ligand:5696	False	0.06463002380132202	inhibitor	INHIBITORY	2	1	DTC;GuideToPharmacology
CDK1	2	SERTRALINE HYDROCHLORIDE	rxcui:155137	True	0.06331577690584057			1	1	DTC
AURKB	2	COPANLISIB	rxcui:1945077	True	0.06122844360125243			1	1	CIViC
CDK1	2	BMS-345541	iuphar.ligand:5669	False	0.06014998806054855			1	0	DTC
AURKB	2	BELUMOSUDIL	rxcui:2564025	True	0.05816702142118981			1	0	DTC
AURKB	2	BMS-345541	iuphar.ligand:5669	False	0.05816702142118981			1	0	DTC
AURKB	2	TOZASERTIB	ncit:C98053	False	0.05816702142118981	inhibitor,inhibitor	INHIBITORY,INHIBITORY	5	2	ChEMBL;DTC;GuideToPharmacology;TALC;TdgClinicalTrial
CDK1	2	AZD5438	iuphar.ligand:8473	False	0.05728570291480814	inhibitor,inhibitor	INHIBITORY,INHIBITORY	2	0	ChEMBL;GuideToPharmacology
PLK1	2	AMBUNOL	chembl:CHEMBL454893	False	0.05571788367713971			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1232076	chembl:CHEMBL1232076	False	0.05571788367713971			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1426508	chembl:CHEMBL1426508	False	0.05571788367713971			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1489812	chembl:CHEMBL1489812	False	0.05571788367713971			1	0	DTC
PLK1	2	CHEMBL:CHEMBL151797	chembl:CHEMBL151797	False	0.05571788367713971			1	0	DTC
PLK1	2	CHEMBL:CHEMBL585654	chembl:CHEMBL585654	False	0.05571788367713971			1	0	DTC
PLK1	2	CHLORPYRIFOS	chembl:CHEMBL463210	False	0.05571788367713971			1	0	DTC
PLK1	2	PHOSMET	chembl:CHEMBL1481873	False	0.05571788367713971			1	0	DTC
PLK1	2	RO3280	iuphar.ligand:9403	False	0.05571788367713971	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	THIOGUANOSINE	chembl:CHEMBL283078	False	0.05571788367713971			1	0	DTC
PLK1	2	WNY0824	iuphar.ligand:12143	False	0.05571788367713971	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	MKC-1	ncit:C2507	False	0.05468180732777141			1	0	TTD
AURKB	2	LAS38096	iuphar.ligand:5617	False	0.05287911038289983			1	0	DTC
CDK1	2	1-AZAKENPAULLONE	iuphar.ligand:8018	False	0.05012499005045713	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	FENOFIBRATE MICRONIZED	rxcui:221100	True	0.05012499005045713			1	1	DTC
PLK1	2	2,4-DIHYDROXYBENZOPHENONE	chembl:CHEMBL1392	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL118678	chembl:CHEMBL118678	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1306556	chembl:CHEMBL1306556	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1310701	chembl:CHEMBL1310701	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1363249	chembl:CHEMBL1363249	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1459280	chembl:CHEMBL1459280	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL388979	chembl:CHEMBL388979	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL467987	chembl:CHEMBL467987	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL565893	chembl:CHEMBL565893	False	0.04643156973094976			1	0	DTC
PLK1	2	CHEMBL:CHEMBL585628	chembl:CHEMBL585628	False	0.04643156973094976			1	0	DTC
CDK1	2	(RS)-ROSCOVITINE	chembl:CHEMBL52387	False	0.04626922158503735			1	0	DTC
CDK1	2	7-HYDROXYSTAUROSPORINE	iuphar.ligand:7907	False	0.04626922158503735	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	BMS-387032	iuphar.ligand:5670	False	0.0400999920403657	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	SU9516	drugbank:DB03428	False	0.0400999920403657	inhibitor	INHIBITORY	1	0	GuideToPharmacology
CDK1	2	VORUCICLIB	ncit:C141430	False	0.0400999920403657	inhibitor	INHIBITORY	1	0	GuideToPharmacology
PLK1	2	2,6-DIMETHOXYQUINONE	chembl:CHEMBL448515	False	0.03979848834081408			1	0	DTC
PLK1	2	CHEMBL:CHEMBL119878	chembl:CHEMBL119878	False	0.03979848834081408			1	0	DTC
PLK1	2	CHEMBL:CHEMBL122355	chembl:CHEMBL122355	False	0.03979848834081408			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1287980	chembl:CHEMBL1287980	False	0.03979848834081408			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1701915	chembl:CHEMBL1701915	False	0.03979848834081408			1	0	DTC
PLK1	2	PROROXAN HYDROCHLORIDE	chembl:CHEMBL1334693	False	0.03979848834081408			1	0	DTC
PLK1	2	SUCCIMER	rxcui:3446	True	0.03979848834081408			1	0	DTC
AURKB	2	ALISERTIB	ncit:C71717	False	0.03712788601352541			2	1	CIViC;DTC
CDK1	2	AZD-1080	chembl:CHEMBL1969664	False	0.03538234591796974			1	0	DTC
PLK1	2	CEFSULODIN SODIUM	rxcui:267417	False	0.03482367729821232			1	0	DTC
PLK1	2	CHEMBL:CHEMBL103583	chembl:CHEMBL103583	False	0.03482367729821232			1	0	DTC
PLK1	2	CHEMBL:CHEMBL582478	chembl:CHEMBL582478	False	0.03482367729821232			1	0	DTC
PLK1	2	CHEMBL:CHEMBL599098	chembl:CHEMBL599098	False	0.03482367729821232			1	0	DTC
PLK1	2	CHEMBL:CHEMBL602807	chembl:CHEMBL602807	False	0.03482367729821232			1	0	DTC
CDK1	2	CLOTRIMAZOLE	rxcui:2623	True	0.03341666003363808			1	1	DTC
PLK1	2	CHEMBL:CHEMBL125044	chembl:CHEMBL125044	False	0.03095437982063317			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1255944	chembl:CHEMBL1255944	False	0.03095437982063317			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1486366	chembl:CHEMBL1486366	False	0.03095437982063317			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1503729	chembl:CHEMBL1503729	False	0.03095437982063317			1	0	DTC
PLK1	2	CHEMBL:CHEMBL1537417	chembl:CHEMBL1537417	False	0.03095437982063317			1	0	DTC
PLK1	2	CHEMBL:CHEMBL599255	chembl:CHEMBL599255	False	0.03095437982063317			1	0	DTC
CDK1	2	RONICICLIB	chembl:CHEMBL4442620	False	0.03007499403027427	inhibitor	INHIBITORY	1	0	ChEMBL
PLK1	2	WORTMANNIN	ncit:C1277	False	0.02932520193533669			1	1	NCI
